CustomerTier,PercentProfit,QuoteStatus
4320717.807058823,0.3484487938368183,Won
4320717.807058823,0.3420203173234843,Won
4320717.807058823,0.2975206124158104,Won
4320717.807058823,0.2354462411189744,Won
4320717.807058823,0.2354462411189744,Won
4320717.807058823,0.1923847695390781,Won
4320717.807058823,0.1923847695390781,Won
4320717.807058823,0.1897900370522849,Won
4320717.807058823,0.1902408894379245,Won
4320717.807058823,0.2810853950518754,Won
135861.51845794392,0.1846689895470382,Won
135861.51845794392,0.2789292839725116,Won
135861.51845794392,0.1782808631057659,Won
135861.51845794392,0.3108919382504288,Won
135861.51845794392,0.3360563380281691,Won
135861.51845794392,0.3360563380281691,Won
135861.51845794392,0.3360563380281691,Won
135861.51845794392,0.2766875134785423,Won
135861.51845794392,0.2836079791847356,Won
135861.51845794392,0.2836079791847356,Won
135861.51845794392,0.2832899789421527,Won
135861.51845794392,0.2767346234580326,Won
4320717.807058823,0.3257142857142855,Won
135861.51845794392,0.2512234910277325,Won
135861.51845794392,0.3017270861833106,Won
4320717.807058823,0.2826666666666666,Won
4320717.807058823,0.2195121951219513,Won
4320717.807058823,0.2771428571428569,Won
14807.444069400628,0.2281990086286029,Won
4320717.807058823,0.3548254620123203,Won
4320717.807058823,0.2359608185035137,Won
4320717.807058823,0.2917594654788418,Won
4320717.807058823,0.2917594654788418,Won
4320717.807058823,0.2917594654788418,Won
135861.51845794392,0.313420664983165,Won
4320717.807058823,0.2446905686229733,Won
4320717.807058823,0.3332681017612523,Won
4320717.807058823,0.2771428571428569,Won
4320717.807058823,0.2771428571428569,Won
4320717.807058823,0.2771428571428569,Won
4320717.807058823,0.3550135501355013,Won
4320717.807058823,0.2499963358689121,Won
135861.51845794392,0.1996726677577741,Won
135861.51845794392,0.3383557092884642,Won
135861.51845794392,0.360989666136725,Won
4320717.807058823,0.2923970079267613,Won
4320717.807058823,0.1874825870504236,Won
4320717.807058823,0.1975370383335053,Won
4320717.807058823,0.2418863128839257,Won
4320717.807058823,0.2097656839043278,Won
4320717.807058823,0.3658181818181817,Won
135861.51845794392,0.3333333333333333,Won
4320717.807058823,0.1902131018153116,Won
4320717.807058823,0.3029875738080547,Won
4320717.807058823,0.2183846288232634,Won
4320717.807058823,0.2499154548528915,Won
4320717.807058823,0.2499154548528915,Won
4320717.807058823,0.1885534201862742,Won
4320717.807058823,0.3099425092999662,Won
4320717.807058823,0.3099425092999662,Won
4320717.807058823,0.2299061589841733,Won
4320717.807058823,0.3099425092999662,Won
4320717.807058823,0.3099425092999662,Won
4320717.807058823,0.3099425092999662,Won
4320717.807058823,0.3099425092999662,Won
4320717.807058823,0.3099425092999662,Won
135861.51845794392,0.250814332247557,Won
4320717.807058823,0.232476792681286,Won
135861.51845794392,0.2590738423028786,Won
135861.51845794392,0.2073424664110365,Won
135861.51845794392,0.2590738423028786,Won
135861.51845794392,0.2589173967459323,Won
135861.51845794392,0.1961950059453032,Won
135861.51845794392,0.1960959175584618,Won
135861.51845794392,0.1960959175584618,Won
4320717.807058823,0.3669746128210155,Won
4320717.807058823,0.3689182106853286,Won
4320717.807058823,0.3441807228915662,Won
4320717.807058823,0.3441807228915662,Won
4320717.807058823,0.3441807228915662,Won
4320717.807058823,0.3441807228915662,Won
4320717.807058823,0.3441807228915662,Won
4320717.807058823,0.3441949616648411,Won
4320717.807058823,0.249919328815747,Won
4320717.807058823,0.3105840593739918,Won
4320717.807058823,0.3105840593739918,Won
4320717.807058823,0.2937274550823456,Won
4320717.807058823,0.3105840593739918,Won
4320717.807058823,0.3105840593739918,Won
4320717.807058823,0.3105840593739918,Won
4320717.807058823,0.3105840593739918,Won
4320717.807058823,0.3105840593739918,Won
4320717.807058823,0.1800168511577908,Won
4320717.807058823,0.2955342902711323,Won
4320717.807058823,0.2955342902711323,Won
4320717.807058823,0.1924895035086173,Won
4320717.807058823,0.2790601673348142,Won
4320717.807058823,0.2955342902711323,Won
4320717.807058823,0.2790601673348142,Won
4320717.807058823,0.2955342902711323,Won
4320717.807058823,0.2955342902711323,Won
4320717.807058823,0.2955342902711323,Won
4320717.807058823,0.2955342902711323,Won
4320717.807058823,0.3355804011838214,Won
4320717.807058823,0.2263353362118423,Won
4320717.807058823,0.3355804011838214,Won
4320717.807058823,0.2002423239457433,Won
4320717.807058823,0.2002423239457433,Won
4320717.807058823,0.2002423239457433,Won
4320717.807058823,0.2002423239457433,Won
4320717.807058823,0.3355804011838214,Won
4320717.807058823,0.3355804011838214,Won
4320717.807058823,0.3180789572935948,Won
4320717.807058823,0.3355804011838214,Won
4320717.807058823,0.3355804011838214,Won
4320717.807058823,0.3355804011838214,Won
4320717.807058823,0.3333333333333333,Won
4320717.807058823,0.3020342490056731,Won
4320717.807058823,0.2135994526904429,Won
4320717.807058823,0.1704798106576777,Won
4320717.807058823,0.1848341232227487,Won
4320717.807058823,0.1767605633802818,Won
14807.444069400628,0.1774647887323943,Won
4320717.807058823,0.1880869819445722,Won
4320717.807058823,0.3333382908474374,Won
4320717.807058823,0.2486809953011675,Won
4320717.807058823,0.3333382908474374,Won
4320717.807058823,0.3333531633897497,Won
4320717.807058823,0.2486392560560764,Won
4320717.807058823,0.3666624909852112,Won
4320717.807058823,0.1767605633802818,Won
4320717.807058823,0.1767605633802818,Won
4320717.807058823,0.1767887323943663,Won
4320717.807058823,0.1767605633802818,Won
135861.51845794392,0.3333333333333332,Won
4320717.807058823,0.2824333261558338,Won
135861.51845794392,0.1835095965530747,Won
135861.51845794392,0.183935660153632,Won
135861.51845794392,0.1838187279613425,Won
135861.51845794392,0.2859415320442575,Won
135861.51845794392,0.284824719487788,Won
135861.51845794392,0.1837294332723949,Won
135861.51845794392,0.184018390083983,Won
135861.51845794392,0.1841533364209625,Won
135861.51845794392,0.1839506817825608,Won
135861.51845794392,0.1837234355107238,Won
135861.51845794392,0.1763503649635037,Won
135861.51845794392,0.1837054445750097,Won
135861.51845794392,0.1764777859351709,Won
135861.51845794392,0.1719590827556115,Won
135861.51845794392,0.2090212969609954,Won
135861.51845794392,0.1888235294117647,Won
135861.51845794392,0.1885904724563813,Won
135861.51845794392,0.1737563857143404,Won
135861.51845794392,0.1712776781820826,Won
135861.51845794392,0.2398018964133052,Won
135861.51845794392,0.1743172574084834,Won
4320717.807058823,0.3355804011838214,Won
4320717.807058823,0.3355804011838214,Won
135861.51845794392,0.2459004064642614,Won
135861.51845794392,0.246208929764684,Won
135861.51845794392,0.2462144527883786,Won
135861.51845794392,0.2462144527883786,Won
135861.51845794392,0.2462144527883786,Won
135861.51845794392,0.2462144527883786,Won
135861.51845794392,0.246207361511882,Won
135861.51845794392,0.2462016885411194,Won
135861.51845794392,0.2462016885411194,Won
135861.51845794392,0.2462144527883786,Won
135861.51845794392,0.2462144527883786,Won
135861.51845794392,0.1764254385964911,Won
4320717.807058823,0.2709812568908488,Won
4320717.807058823,0.2709788068112216,Won
4320717.807058823,0.2087322141950905,Won
4320717.807058823,0.2709812568908488,Won
4320717.807058823,0.2709812568908488,Won
4320717.807058823,0.308341845420497,Won
4320717.807058823,0.3219954128440365,Won
4320717.807058823,0.3100243100243097,Won
135861.51845794392,0.3332809800534003,Won
135861.51845794392,0.3148762439397806,Won
135861.51845794392,0.3083368599238257,Won
135861.51845794392,0.283117529880478,Won
4320717.807058823,0.305116033755274,Won
135861.51845794392,0.2499999999999999,Won
135861.51845794392,0.2500207039337475,Won
135861.51845794392,0.2500207039337475,Won
